?? AI & Democracy Map Review v3;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
V.8 ID;Stable ID;Harm Mechanism;Harm Sub-cluster;Pro-Democracy Mechanism;Mitigation Mechanism;Mech ID;Mitigation Mech ID;Solution (paraphrased);Solution (verbatim);Threat (paraphrased);Threat (verbatim);Independent Opportunity (paraphrased);Independent Opportunity (verbatim);Source;Note;P4Dem Category  1;P4Dem Category  2;P4Dem  Category 3;P4Dem  Category 4;P4Dem  Category 5;P4Dem  Category 6;Notes KH;Notes Aurora;SY comments;More than 4 codes
70;73;Bias amplification & discrimination;Government service delivery;///;;H2C;M;Improve datasets and training to avoid bias;"""data sets…as complete and free of errors as possible""";AI systems can replicate structural biases in decisions on hiring, loans, and criminal proceedings, undermining equality;"""design and data can be intentionally or unintentionally biased…programmed to reflect and replicate structural biases. In addition, the use of numbers to represent complex social reality could make the AI seem factual and precise when it isn't. This is sometimes referred to as mathwashing. If not done properly, AI could lead to decisions influenced by data on ethnicity, sex, age when hiring or firing, offering loans, or even in criminal proceedings.""";;;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;1.1 PRIMARY Nationhood and Citizenship;1.2 SECONDARY Rule of Law and Access to Justice;1.4 SECONDARY Economic and Social Rights ;;;;;;;no
29;179;Persuasion & opinion manipulation;Belief reinforcement & sycophancy;///;;H4C;M;Train models to actively support epistemic health — going beyond harm avoidance to instil pro-social epistemic behaviours such as flagging uncertainty, valuing productive disagreement, and resisting sycophancy;"p.13 — ""develop alignment methods that go beyond harm avoidance to instil pro-social epistemic behaviour""";When users co-write with AI models, the model's embedded priors can reshape users' own beliefs, not merely their prose — shifting public agreement toward shared model priors in ways that are harder to detect than ordinary media influence.;"""Experimentally, Jakesch et al. (2023) demonstrated that co-writing with an opinionated language model shifted users' own stated views toward the model's position, suggesting that these biases do not merely color the text users produce but can reshape what they believe."" (p.6)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;1.3 SECONDARY Civil and Political Rights;;;;;;;;no
32;180;Persuasion & opinion manipulation;Belief reinforcement & sycophancy;///;;H4C;M;Train models to actively support epistemic health — going beyond harm avoidance to instil pro-social epistemic behaviours such as flagging uncertainty, valuing productive disagreement, and resisting sycophancy;"p.13 — ""develop alignment methods that go beyond harm avoidance to instil pro-social epistemic behaviour""";AI assistants combine interactive personalisation, long-term memory, and optimisation for user satisfaction in ways that create private reinforcement loops, making users' beliefs progressively harder to revise and undermining the revisability of positions that democratic governance depends on;Solution: R2 (train models for epistemic health) applies and is already captured in row 176.;///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;1.3 SECONDARY Civil and Political Rights;;;;;;;;no
30;182;Persuasion & opinion manipulation;Belief reinforcement & sycophancy;///;;H4C;M;Train models to actively support epistemic health — going beyond harm avoidance to instil pro-social epistemic behaviours such as flagging uncertainty, valuing productive disagreement, and resisting sycophancy;"p.13 — ""develop alignment methods that go beyond harm avoidance to instil pro-social epistemic behaviour""";When users signal belief in misinformation, AI systems demonstrably reduce their factual accuracy and pivot to validate the false premise — illustrating how RLHF training incentives that optimise for perceived helpfulness over correction produce sycophancy in high-stakes epistemic contexts.;"""when users signal belief in misinformation, Jin et al. (2024) observed that model factual accuracy dropped significantly as the system pivoted to validate the false premise."" (p.7)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;3.1 SECONDARY Independent and Fact-Based Journalistic Media;;;;;;;;no
104;192;Opacity & accountability collapse;Architectural inexplicability;///;;H8A;M;Improving chain-of-thought faithfulness — so that a model's displayed reasoning reliably reflects its actual computation — directly strengthens the institutional auditability of AI-assisted decisions.;"""improved chain-of-thought faithfulness strengthens institutional auditability (Section 3.5)."" (p.16)";"AI opacity — whether technical or institutional — erodes accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct; unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm existing accountability mechanisms";"p.10 — ""AI opacity, whether technical or institutional, can erode accountability in both directions: citizens and oversight bodies lose the ability to audit government decisions, while regulators lose the ability to investigate corporate conduct. This dual failure emerges not because AI is merely a 'black box,' but because unverifiable explanations, unprecedented decision volume, and institutional access barriers jointly overwhelm the accountability mechanisms that existing governance depends on""";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;2.4 SECONDARY Democratic Effectiveness of Legislature;3.2 SECONDARY Opinion Formation and Political Participation;2.7 SECONDARY Illegitimate Influence over Policy-Making;;;;;;no
106;193;Opacity & accountability collapse;Architectural inexplicability;///;;H8A;M;Improving chain-of-thought faithfulness — so that a model's displayed reasoning reliably reflects its actual computation — directly strengthens the institutional auditability of AI-assisted decisions.;"""improved chain-of-thought faithfulness strengthens institutional auditability (Section 3.5)."" (p.16)";AI systems can produce post-hoc chain-of-thought explanations that do not faithfully reflect their actual decision process — a gap that may be architectural rather than incidental — meaning oversight bodies cannot 'cross-examine' a model the way they can a human official, undermining a foundational assumption of rational-legal accountability.;"""AI systems can produce post-hoc explanations, including chain-of-thought traces, but growing evidence suggests these may not faithfully reflect the model's actual decision process … We currently lack reliable methods to 'cross-examine' a model, that is, to confirm that the reasoning it displays is the reasoning it performed."" (p.10)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.3 PRIMARY Effective and Accountable Government;2.5 SECONDARY Democratic Role of the Judiciary;1.2 SECONDARY Rule of Law and Access to Justice;;;;;;;no
64;60;Persuasion & opinion manipulation;AI-as-persuader capability;///;;H4B;M;Effect diminishing on ist own: Broad availability of AI campaign tools is likely to neutralise any competitive advantage.;"p.8 — ""Any such advantage is likely fleeting, though, given the broad availability of AI-based tools and campaign organizations learning from others' successes and failures.""";AI might give competitive advantage in campaigns;"p.8 — ""which could give campaigns a competitive advantage""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;2.1 PRIMARY Free and Fair Elections;2.2 SECONDARY The Democratic Role of Political Parties;;;;;;;;no
78;57;Power concentration & democratic displacement;Labour displacement & inequality;///;;H9B;M;Broad sharing of AI economic gains;"p.8 — ""realizing AI's economic potential for societies means ensuring that respective gains are broadly shared and do not only benefit a narrow elite.""";AI may exacerbate inequality via labour displacement;"p.7 — ""it appears that firms do so mostly to lower their own labor costs by substituting AI for human labor-based tasks… which in turn threatens to increase economic inequality.""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.4 PRIMARY Economic and Social Rights;2.3 SECONDARY Effective and Accountable Government;;;;;;;;no
137;120;Human capacity erosion;Hallucination & reliability failures;///;;H7A;M;Adopt AI security measures to prevent hallucination incidents and ensure reliable AI usage.;"""These incidents highlight the urgent need to adopt AI security measures to prevent AI incidents and ensure secure and reliable AI usage."" (p. 6)";AI hallucination causing harm in legal and institutional contexts. LLMs fabricate false information presented as factual, causing legal, institutional and personal harm in high-stakes settings.;"""A US judge fined three attorneys for citing non-existent cases generated by an in-house AI legal tool in a lawsuit against Walmart."" (p. 6)";///;///;KELA Cyber Intelligence (2025). 2025 AI Threat Report. March 2025. Available at: https://info.ke-la.com/hubfs/Reports/KELA Report - 2025 AI Threat Report.pdf ;checked;1.2 PRIMARYRule of Law & Access to JusticeAI hallucinations in legal proceedings undermine judicial integrity and citizens' access to fair treatment (explicitly illustrated by attorney case, p. 6).;3.2 SECONDARYOpinion Formation & Political ParticipationAI-fabricated information shapes public understanding and risks to informed political participation. P4Dem inference;;;;;could consider collapsing with SID 141;;;no
27;176;Information environment degradation;Epistemic monoculture;///;;H3B;M;Train models to actively support epistemic health — going beyond harm avoidance to instil pro-social epistemic behaviours such as flagging uncertainty, valuing productive disagreement, and resisting sycophancy;"p.13 — ""develop alignment methods that go beyond harm avoidance to instil pro-social epistemic behaviour""";When many actors rely on a small number of similarly tuned AI models, the diversity of publicly available framings, problem definitions, and argumentative strategies narrows — shifting public agreement from shared evidence toward shared model priors, in ways that are private and therefore harder to detect and correct than ordinary media bias;"p.5 — ""When many actors rely on a small number of similarly tuned models, the diversity of framings, problem definitions, and argumentative strategies in public discourse can narrow, shifting agreement from shared evidence toward shared model priors. Because AI can mediate a broader range of everyday contexts than traditional media, and because AI interactions are private rather than publicly contestable, this discursive compression is harder to detect and correct""";///;///;Panditharatne, M., Norden, L., Zdanys, J., Weiner, D.I. and Abusaif, Y. (2025). An Agenda to Strengthen U.S. Democracy in the Age of AI. Brennan Center for Justice, February 13, 2025. Available at: https://www.brennancenter.org/our-work/policy-solutions/agenda-strengthen-us-democracy-age-ai;checked;3.2 PRIMARY Opinion Formation and Political Participation;3.1 SECONDARY Independent and Fact-Based Journalistic Media;;;;;;;;no
12;127;Synthetic content generation;Election disinformation & political deepfakes;///;;H1A;;///;///;AI voice clones and deepfakes are used by scammers to impersonate trusted individuals and trick victims into transferring money or sharing sensitive credentials;"p. 46 — ""scammers use AI tools to generate voice clones or deepfakes to trick victims into transferring money (289, 290). Documented incidents include executives authorising transfers of millions to fraudsters, as well as ordinary people sending smaller amounts to impostors posing as a loved one."" ";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;1.2 PRIMARY Rule of Law & Access to Justice — AI-enabled impersonation fraud circumvents identity verification systems and undermines legal accountability. P4Dem inference;"1.4 SECONDARY Economic & Social Rights — Financial fraud causes direct material harm to individuals; lowered barriers mean attacks scale to ordinary people, not just executives (p. 46). P4Dem inference";;;;;Same as SID 113;;;no
9;129;Synthetic content generation;Reputational sabotage & defamation;///;;H1C;;///;///;AI deepfakes are used to damage individuals' reputations for political purposes — defaming politicians, journalists and public figures to force them out of public life;"p. 47 — ""sabotage, by damaging individuals' reputations for professional, personal, or political purposes… Researchers have also noted that deepfakes may risk undermining the reliability of evidence presented in court proceedings""";///;///;Bengio, Y. (Chair) et al. (2026). International AI Safety Report 2026. Department for Science, Innovation and Technology (DSIT), UK Government. February 2026. Available at: International AI Safety Report 2026 | International AI Safety Report.;checked;1.3 PRIMARY Civil & Political Rights — Deepfake defamation explicitly targets people in politics to force disengagement from public life (p. 47, Table 2.1).;1.2 SECONDARY Rule of Law & Access to Justice — Deepfakes risk undermining the reliability of audiovisual evidence in court proceedings (p. 47).;3.1 SECONDARY Media in a Democratic Society — Journalists are also explicitly listed as targets of deepfake defamation (p. 47, Table 2.1). P4Dem inference;;;;;;;no
110;76;Regulatory & governance inadequacy;Legal liability gaps;///;;H10C;;///;///;Unclear legal liability for harms caused by AI-operated devices or services risks reducing accountability and undermining public trust in the technology — while overly strict regulation risks stifling innovation;"""who is responsible for damage caused by an AI-operated device or service?…If the producer was absolutely free of accountability, there might be no incentive to provide good product or service and it could damage people's trust in the technology; but regulations could also be too strict and stifle innovation.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;1.2 PRIMARY Rule of Law and Access to Justice;2.3 SECONDARY Effective and Accountable Government;;;;;;;;no
142;77;Regulatory & governance inadequacy;Under/overuse calibration failure;///;;H10D;;///;///;AI underuse is explicitly identified as a democratic risk — missed opportunities, competitive disadvantage, economic stagnation and poorer possibilities for citizens;"""Underuse of AI is considered as a major threat: missed opportunities for the EU could mean poor implementation of major programmes… losing competitive advantage… economic stagnation"" (EP article, Underuse section)";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;2.3 PRIMARY Effective and Accountable Government;1.4 SECONDARY Economic and Social Rights;4.1 SECONDARY External Influences on Democracy;;;;;;;no
141;78;Regulatory & governance inadequacy;Under/overuse calibration failure;///;;H10D;;///;///;Overuse of AI — investing in applications that prove not to be useful, or applying AI to tasks for which it is not suited — poses risks of misallocation and poor outcomes;"""Overuse can also be problematic: investing in AI applications that prove not to be useful or applying AI to tasks for which it is not suited, for example using it to explain complex societal issues.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;2.3 PRIMARY Effective and Accountable Government;2.7 SECONDARY Illegitimate Influence over Policy-Making;;;;;;;;no
33;68;Information environment degradation;Information flooding & epistemic overload;///;;H3A;;///;///;AI may create online echo chambers that undermine pluralistic and inclusive public debate;"""creating online echo chambers based on a person's previous online behaviour, displaying only content a person would like, instead of creating an environment for pluralistic, equally accessible and inclusive public debate.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;3.2 PRIMARY Opinion Formation and Political Participation; 3.1 SECONDARY Independent and Fact-Based Journalistic Media;;;;;;;;no
119;69;Surveillance, profiling & repression;Profiling & chilling effects on participation;///;;H5B;;///;///;AI profiling may restrict freedom of assembly and  prevent people from participation (e.g. in prostest);"""AI could also play a role in harming freedom of assembly and protest as it could track and profile individuals linked to certain beliefs or actions.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;1.3 PRIMARY Civil and Political Rights;2.6 SECONDARY Civilian Control of Military and Police;;;;;;;;no
118;70;Surveillance, profiling & repression;Profiling & chilling effects on participation;///;;H5B;;///;///;AI enables covert surveillance, facial recognition, and online profiling of individuals, and can merge data in ways that produce unexpected inferences — severely threatening the right to privacy and data protection;"""AI could severely affect the right to privacy and data protection. It can be for example used in face recognition equipment or for online tracking and profiling of individuals. In addition, AI enables merging pieces of information a person has given into new data, which can lead to results the person would not expect.""";///;///;European Parliament (2020). Artificial Intelligence: Threats and Opportunities. Available at: https://www.europarl.europa.eu/topics/en/article/20200918STO87404/artificial-intelligence-threats-and-opportunities;checked;1.3 PRIMARY Civil and Political Rights;2.6 SECONDARY Civilian Control of Military and Police;;;;;;;;no
75;10;Bias amplification & discrimination;Government service delivery;///;;H2C;;///;///;Unequal trust in and uptake of AI tools among women, disabled individuals, and other marginalised groups risks uneven participation and weakened democratic potential of AI in government services;"p.8 — ""women reporting significantly less trust in and uptake of such tools than men…Disabled individuals and other marginalized groups also report lower trust…Such a pattern threatens to weaken AI's democratic potential if participation is uneven across populations""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;1.1 PRIMARY Nationhood and Citizenship;3.2 SECONDARY Opinion Formation and Political Participation;;;;;I think this is about basicall excluding people who don't trust AI by implementing AI in regular government services (e.g. possibilities to give input, reach out to governemtn services or representatives.;would need to read this paper quickly to understand the goal of participation (where are these AI takes on minorities and women used? policy? research?) might add;;no
44;19;Information environment degradation;Information flooding & epistemic overload;///;;H3A;;///;///;Majority of public are very concerned that AI-generated content is heightening political violence and polarization;"p.15 - ""a majority (55 percent) of respondents saying they are 'very concerned' about AI-generated content online heightening political violence and polarization""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;3.2 PRIMARY Opinion Formation and Political Participation;1.3 SECONDARY Civil and Political Rights;;;;;I'm not sure this is about rights in the first instance. But I'd lean more towards 1.1 than 1.3.;potentially also 1.1 Nationhood and Citizenship ;;no
48;8;Information environment degradation;Verification asymmetry & trust erosion;///;;H3D;;///;///;LLM agents can spread misinformation more convincingly than individual humans, risking erosion of trust and withdrawal from public discourse;"p.19 — ""language model agents, which are AI systems using LLMs, can spread misinformation even more convincingly…if you could just as well be talking to a human as to a bot, then what's the point in that conversation at all""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;3.2 PRIMARY Opinion Formation and Political Participation;3.1 SECONDARY The Media in a Democratic Society;;;;;I'd probably go with 3.2 only, as we don't have more context;"other not sure: 1.3 Civil and Political Rights; 4.1 External Influences on Democracy ";;no
49;21;Information environment degradation;Verification asymmetry & trust erosion;///;;H3D;;///;///;LLM agents risk reinforcing ideological rigidity, driving people away from online spaces and eroding the foundations of trust and participation central to democratic flourishing;"p. 19 - ""They warn that this could drive people away from online spaces, further erode public trust, and reinforce ideological rigidity… it's a grave risk that AI's influence in public squares could wreak havoc on the foundations of trust and participation central to democratic flourishing""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;3.2 PRIMARY Opinion Formation and Political Participation;3.1 SECONDARY The Media in a Democratic Society;;;;;;;;no
59;4;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;;///;///;Voter suppression through LLMs sharing incorrect or outdated voter registration information, or robocalls.;"p.13 — ""LLMs that share information about voter registration, voter identification
requirements, polling access, and more could potentially contribute to voter suppression,
either through the spread of misinformation""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;2.1 PRIMARY Free and Fair Elections;1.1 SECONDARY Nationhood and Citizenship;;;;;;;;no
18;6;Persuasion & opinion manipulation;AI-as-persuader capability;///;;H4B;;///;///;LLMs can produce politically biased and highly persuasive content, influencing political views;"p.18 — ""LLMs can produce politically biased and highly persuasive content, which can undermine democracy by influencing political views""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;3.2 PRIMARY Opinion Formation and Political Participation;2.6 SECONDARY Illegitimate Influence over Policy-Making;;;;;;;this is fine, but I'm curious why this doesn't affect elections but the deep fakes (first row) does. I would imagine that either they both have an affect on eelctions, or they both don't. Also, the verbatim threat in row 1 doesn't explicitly mention elections, so theoretically the deep fake could influence policymaking directly, right?;no
101;15;Cyber-offensive capability amplification;Enforcement & compliance gaps;///;;H6E;;///;///;Covert use of generative AI in legal drafting and lawmaking undermines democratic transparency and accountability in the legislative process;"p.22 — ""The use of generative AI to write laws remains a question of continued ethical scrutiny requiring urgent attention, especially with reports that AI was 'secretly' used by lawmakers to write an ordinance in a Brazilian city.""";///;///;George, R. and Klaus, I. (2026). AI and Democracy: Mapping the Intersections. Carnegie Endowment for International Peace. Available at: https://carnegieendowment.org/research/2026/01/ai-and-democracy-mapping-the-intersections?lang=en ;checked;2.3 PRIMARY Effective and Accountable Government;2.4 SECONDARY The Democratic Effectiveness of Parliament;;;;;I think this would map onto 2.3 and or 2.4, depending on who is drafting the legislation (I think that might vary across government systems).;potentially add here that missing code about impact on policy due to misleading info;;no
35;178;Information environment degradation;Verification asymmetry & trust erosion;///;;H3D;;///;///;The growing prevalence of AI-generated 'slop' in online discussion spaces makes users less confident they are conversing with genuine humans, undermining productive disagreement and eroding the civic value of online public discourse.;"""The growing prevalence of inauthentic 'AI slop' threatens the vitality of online spaces that have previously functioned as useful arenas for public discourse. As discussion forums become increasingly plagued with AI-generated content, people will become less confident that they are conversing with genuine humans, and thus will be less able to engage with other beliefs and participate in productive disagreement with others."" (p.6)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;3.2 PRIMARY Opinion Formation and Political Participation;;;;;;;;;no
92;200;Surveillance, profiling & repression;State repression & censorship;///;;H5A;;///;///;AI-powered surveillance and predictive enforcement enable more targeted suppression of political dissent at lower cost than traditional methods, reducing the state's dependence on broad citizen cooperation to maintain order and thereby weakening a key structural incentive for democratic accountability.;"""AI-powered surveillance and predictive enforcement enable more targeted suppression of political dissent at lower cost than traditional methods, reducing the state's dependence on broad cooperation to maintain order."" (p.12)";///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;1.3 PRIMARY Civil and Political Rights;2.6 SECONDARY Civilian Control of Military and Police;2.3 SECONDARY Effective and Accountable Government;;;;;;;no
91;199;Power concentration & democratic displacement;Labour displacement & inequality;///;;H9B;;///;///;Overestimation of alignment effects: no alignment-level solution addresses the power concentration mechanism.;alignment does nothing to prevent the displacement of human labor and participation that weakens citizen leverage over institutions' (p.16). ;///;///;Guzman Piedrahita, D., Banerjee, D., Blin, K., et al. (2026). Sociopolitical Risks of Advanced AI. Preprint, March 17, 2026. Available at: https://eurosafe.ai.toronto.edu/2026-ai-risk.pdf;checked;2.7 PRIMARY Illegitimate Influence over Policy-Making;1.4 SECONDARY Economic and Social Rights;2.3 SECONDARY Effective and Accountable Government;;;;;;;no
74;56;Bias amplification & discrimination;Bias amplification in public discourse;///;;H2D;;///;///;AI invisibility reduces representation for minorities;"p.7 — ""minorities...remain invisible to computer vision""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;1.1 PRIMARY Nationhood and Citizenship;2.3 SECONDARY Effective and Accountable Government;;;;;;;;no
36;50;Information environment degradation;Information flooding & epistemic overload;///;;H3A;;///;///;AI could enable mass-seeding of fake information at scale, diluting information environments and making it harder for citizens to access reliable political information;"p.6 - ""More problematic still is the chance that future AI could be used to produce fake information at scale… flooding information environments with masses of unreliable or misleading AI-generated content. This would dilute information environments, making it more difficult for people to access crucial information and/or making information appear untrustworthy.""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.1 PRIMARY The Media in a Democratic Society;1.3 SECONDARY Civil and Political Rights;3.2 SECONDARY Opinion Formation and Political Participation;2.6 SECONDARY Illegitimate Influence over Policy-Making;;;;;;no
38;63;Information environment degradation;Journalism economics;///;;H3C;;///;///;AI-generated content and ultra-low-cost competitors pressure news organisations' revenues and audiences, risking a reduction in the volume and diversity of political information available to citizens;"p.4 - ""This puts pressure on journalists… on news organizations who might face a new set of ultra low-cost competitors who specialize on automatically generated news content… might lead to a decline in the coverage of politics, or even a reduction in the number of news organizations""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.1 PRIMARY The Media in a Democratic Society;3.2 SECONDARY Opinion Formation and Political Participation;1.4 SECONDARY Economic and Social Rights;;;;;;;no
39;64;Information environment degradation;Journalism economics;///;;H3C;;///;///;AI-powered search engines bypassing links to news content reduce traffic and revenue for smaller and mid-sized outlets, concentrating surviving media power in established brands;"p.4 - ""This limits monetization opportunities for small- or middle-sized media organizations… likely lead to a strengthening of existing institutions, media brands, and associated power relations""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.1 PRIMARY The Media in a Democratic Society;1.4 SECONDARY Economic and Social Rights;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;no
40;65;Information environment degradation;Journalism economics;///;;H3C;;///;///;As quality journalism retreats behind paywalls and AI-generated content fills the free information environment, socio-economic inequality increasingly determines citizens' access to reliable political information;"p.5 - ""allowing those able to pay for news to access high-quality, curated, and quality-checked information, while leaving those not able (or willing) to pay to the noisy, (partially) automated, and contested free digital information environment… socio-economic divides decide (or are seen to decide) over the ability of people to come to informed political decisions""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;3.1 PRIMARY The Media in a Democratic Society;1.4 SECONDARY Economic and Social Rights;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;no
22;49;Persuasion & opinion manipulation;Micro-targeting & voter suppression;///;;H4A;;///;///;AI enables targeted political persuasion by predicting individual reactions to communicative interventions, allowing professional communicators and lobbyists to influence citizens and legislators at scale;"p.5 - ""This could allow professional communicators to reach people in exactly the right way to shift opinions and behavior… LLMs are currently used by academics and campaign professionals to simulate reactions and attitudes by prototypical voters for message testing… AI can also be used to generate messages aimed at persuading people, with early working papers indicating interventions designed by LLMs to have persuasive appeal""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;2.6 PRIMARY Illegitimate Influence over Policy-Making;2.3 SECONDARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;3.1 SECONDARY The Media in a Democratic Society;2.4 SECONDARY Democratic Effectiveness of Parliament;;;;;yes
93;47;Power concentration & democratic displacement;Corporate concentration;///;;H9A;;///;///;AI increases the rhetorical and practical power of experts, reducing the option space for democratic decision-making;"p.6 - ""This apparent increase in the power of experts to guide societies in responding to challenges can reduce the option space available for democratic decision-making, shifting the question from whether people can to whether they should decide for themselves.""";///;///;Jungherr, A. (2023). Artificial Intelligence and Democracy: A Conceptual Framework. University of Bamberg. Available at: https://fis.uni-bamberg.de/server/api/core/bitstreams/1c38477b-52ed-46f9-a2f7-6392b76036f6/content ;checked;2.6 PRIMARY Illegitimate Influence over Policy-Making;2.3 SECONDARY Effective and Accountable Government;3.2 SECONDARY Opinion Formation and Political Participation;;;;;;;no
